series,time,Class
2,0.51,1
2,0.515,1
2,0.522,1
2,0.527,1
2,0.533,1
2,0.538,1
2,0.549,1
2,0.554,1
2,0.561,1
2,0.566,1
2,0.572,1
2,0.582,1
2,0.588,1
3,0.095,1
3,0.101,1
3,0.112,1
3,0.117,1
3,0.123,1
3,0.128,1
3,0.134,1
3,0.145,1
3,0.151,1
3,0.156,1
3,0.161,1
3,0.167,1
3,0.179,1
3,0.184,1
3,0.19,1
3,0.195,1
3,0.2,1
3,0.206,1
3,0.211,1
3,0.223,1
3,0.229,1
3,0.234,1
3,0.239,1
3,0.245,1
3,0.25,1
3,0.262,1
3,0.268,1
3,0.273,1
3,0.278,1
3,0.284,1
3,0.295,1
3,0.301,1
3,0.307,1
3,0.312,1
3,0.317,1
3,0.328,1
3,0.334,1
3,0.339,1
3,0.346,1
3,0.351,1
3,0.362,1
3,0.367,1
3,0.373,1
3,0.378,1
3,0.39,1
3,0.395,1
3,0.401,1
3,0.406,1
3,0.412,1
3,0.422,1
3,0.429,1
3,0.434,1
3,0.44,1
3,0.445,1
3,0.451,1
3,0.461,1
3,0.467,1
3,0.473,1
3,0.479,1
3,0.484,1
3,0.495,1
3,0.5,1
3,0.506,1
3,0.511,1
4,0.66,1
4,0.665,1
4,0.67,1
4,0.681,1
4,0.687,1
4,0.692,1
4,0.697,1
4,0.704,1
4,0.709,1
4,0.715,1
4,0.726,1
4,0.731,1
4,0.736,1
4,0.743,1
4,0.748,1
4,0.754,1
4,0.765,1
4,0.77,1
4,0.775,1
4,0.781,1
4,0.787,1
4,0.793,1
4,0.804,1
4,0.809,1
4,0.814,1
4,0.82,1
4,0.825,1
4,0.832,1
4,0.843,1
4,0.848,1
4,0.853,1
4,0.859,1
4,0.864,1
4,0.871,1
4,0.882,1
4,0.887,1
4,0.892,1
4,0.898,1
4,0.903,1
4,0.915,1
4,0.921,1
4,0.926,1
4,0.931,1
4,0.937,1
4,0.948,1
4,0.953,1
4,0.96,1
4,0.965,1
4,0.97,1
4,0.976,1
4,0.987,1
4,0.992,1
4,0.999,1
4,1.004,1
4,1.009,1
4,1.015,1
4,1.026,1
4,1.031,1
4,1.036,1
4,1.043,1
4,1.048,1
4,1.054,1
4,1.059,1
4,1.065,1
5,0.091,1
5,0.091,1
5,0.097,1
5,0.102,1
5,0.109,1
5,0.12,1
5,0.125,1
5,0.13,1
5,0.136,1
5,0.141,1
5,0.153,1
5,0.159,1
5,0.164,1
5,0.169,1
5,0.18,1
5,0.186,1
5,0.191,1
5,0.198,1
5,0.203,1
5,0.214,1
5,0.219,1
5,0.225,1
5,0.23,1
5,0.237,1
5,0.247,1
5,0.253,1
5,0.258,1
5,0.264,1
5,0.269,1
5,0.275,1
5,0.286,1
5,0.292,1
5,0.297,1
5,0.303,1
5,0.308,1
5,0.314,1
5,0.319,1
5,0.325,1
5,0.331,1
5,0.342,1
5,0.347,1
5,0.353,1
5,0.358,1
5,0.363,1
5,0.37,1
5,0.375,1
5,0.381,1
5,0.386,1
5,0.391,1
5,0.402,1
5,0.409,1
5,0.414,1
5,0.42,1
5,0.425,1
5,0.43,1
5,0.441,1
5,0.447,1
5,0.453,1
5,0.459,1
5,0.469,1
5,0.475,1
5,0.48,1
5,0.486,1
5,0.491,1
6,0.002,1
6,0.009,1
6,0.015,1
6,0.021,1
6,0.026,1
6,0.032,1
6,0.037,1
6,0.043,1
6,0.048,1
6,0.06,1
6,0.065,1
6,0.071,1
6,0.076,1
6,0.082,1
6,0.087,1
6,0.092,1
6,0.099,1
6,0.104,1
6,0.115,1
6,0.121,1
6,0.126,1
6,0.131,1
6,0.136,1
6,0.143,1
6,0.149,1
6,0.16,1
6,0.165,1
6,0.17,1
6,0.176,1
6,0.182,1
6,0.188,1
6,0.199,1
6,0.204,1
6,0.209,1
6,0.215,1
6,0.227,1
6,0.232,1
6,0.238,1
6,0.243,1
6,0.248,1
6,0.254,1
6,0.265,1
6,0.271,1
6,0.276,1
6,0.282,1
6,0.287,1
6,0.293,1
6,0.298,1
6,0.304,1
6,0.31,1
6,0.315,1
6,0.321,1
6,0.326,1
6,0.337,1
6,0.343,1
6,0.348,1
6,0.354,1
6,0.36,1
6,0.365,1
6,0.371,1
6,0.382,1
6,0.387,1
6,0.392,1
6,0.399,1
7,0.566,1
7,0.571,1
7,0.577,1
7,0.583,1
7,0.594,1
7,0.599,1
7,0.605,1
7,0.61,1
7,0.616,1
7,0.621,1
7,0.627,1
7,0.638,1
7,0.644,1
7,0.649,1
7,0.655,1
7,0.66,1
7,0.665,1
7,0.672,1
7,0.677,1
7,0.688,1
7,0.694,1
7,0.699,1
7,0.704,1
7,0.711,1
7,0.716,1
7,0.722,1
7,0.732,1
7,0.738,1
7,0.743,1
7,0.749,1
7,0.755,1
7,0.761,1
7,0.766,1
7,0.777,1
7,0.782,1
7,0.788,1
7,0.793,1
7,0.8,1
7,0.805,1
7,0.816,1
7,0.821,1
7,0.827,1
7,0.832,1
7,0.839,1
7,0.849,1
7,0.855,1
7,0.86,1
7,0.866,1
7,0.871,1
7,0.883,1
7,0.888,1
7,0.894,1
7,0.899,1
7,0.905,1
7,0.91,1
7,0.921,1
7,0.927,1
7,0.933,1
7,0.938,1
7,0.944,1
7,0.955,1
7,0.96,1
7,0.965,1
7,0.972,1
8,0.644,1
8,0.649,1
8,0.655,1
8,0.66,1
8,0.671,1
8,0.677,1
8,0.683,1
8,0.688,1
8,0.694,1
8,0.699,1
8,0.705,1
8,0.71,1
8,0.716,1
8,0.722,1
8,0.727,1
8,0.738,1
8,0.744,1
8,0.749,1
8,0.754,1
8,0.761,1
8,0.766,1
8,0.772,1
8,0.777,1
8,0.788,1
8,0.793,1
8,0.799,1
8,0.805,1
8,0.811,1
8,0.821,1
8,0.827,1
8,0.832,1
8,0.838,1
8,0.844,1
8,0.85,1
8,0.861,1
8,0.866,1
8,0.871,1
8,0.877,1
8,0.882,1
8,0.894,1
8,0.9,1
8,0.905,1
8,0.91,1
8,0.916,1
8,0.921,1
8,0.933,1
8,0.938,1
8,0.944,1
8,0.949,1
8,0.955,1
8,0.96,1
8,0.966,1
8,0.977,1
8,0.983,1
8,0.988,1
8,0.994,1
8,0.999,1
8,1.005,1
8,1.01,1
8,1.016,1
8,1.027,1
8,1.033,1
8,1.038,1
8,1.044,1
9,0.202,1
9,0.208,1
9,0.213,1
9,0.218,1
9,0.224,1
9,0.229,1
9,0.236,1
9,0.246,1
9,0.252,1
9,0.257,1
9,0.263,1
9,0.268,1
9,0.274,1
9,0.28,1
9,0.291,1
9,0.296,1
9,0.302,1
9,0.307,1
9,0.313,1
9,0.318,1
9,0.324,1
9,0.335,1
9,0.341,1
9,0.346,1
9,0.352,1
9,0.357,1
9,0.362,1
9,0.374,1
9,0.38,1
9,0.385,1
9,0.391,1
9,0.396,1
9,0.401,1
9,0.413,1
9,0.419,1
9,0.424,1
9,0.43,1
9,0.435,1
9,0.446,1
9,0.452,1
9,0.458,1
9,0.463,1
9,0.469,1
9,0.474,1
9,0.479,1
9,0.49,1
9,0.497,1
9,0.502,1
9,0.507,1
9,0.513,1
9,0.518,1
9,0.524,1
9,0.536,1
9,0.541,1
9,0.546,1
9,0.552,1
9,0.557,1
9,0.563,1
9,0.568,1
9,0.58,1
9,0.585,1
9,0.591,1
9,0.596,1
9,0.602,1
10,0.268,1
10,0.274,1
10,0.279,1
10,0.291,1
10,0.296,1
10,0.302,1
10,0.307,1
10,0.313,1
10,0.318,1
10,0.323,1
10,0.329,1
10,0.335,1
10,0.346,1
10,0.352,1
10,0.357,1
10,0.362,1
10,0.368,1
10,0.373,1
10,0.38,1
10,0.385,1
10,0.396,1
10,0.401,1
10,0.407,1
10,0.412,1
10,0.419,1
10,0.424,1
10,0.435,1
10,0.44,1
10,0.446,1
10,0.451,1
10,0.457,1
10,0.468,1
10,0.474,1
10,0.479,1
10,0.485,1
10,0.49,1
10,0.501,1
10,0.508,1
10,0.513,1
10,0.518,1
10,0.524,1
10,0.535,1
10,0.54,1
10,0.545,1
10,0.552,1
10,0.557,1
10,0.563,1
10,0.574,1
10,0.579,1
10,0.584,1
10,0.591,1
10,0.596,1
10,0.602,1
10,0.613,1
10,0.618,1
10,0.623,1
10,0.629,1
10,0.635,1
10,0.641,1
10,0.646,1
10,0.652,1
10,0.662,1
10,0.668,1
10,0.673,1
11,1.291,1
11,1.298,1
11,1.303,1
11,1.308,1
11,1.319,1
11,1.325,1
11,1.33,1
11,1.336,1
11,1.342,1
11,1.347,1
11,1.353,1
11,1.364,1
11,1.369,1
11,1.375,1
11,1.381,1
11,1.386,1
11,1.392,1
11,1.403,1
11,1.408,1
11,1.414,1
11,1.419,1
11,1.425,1
11,1.431,1
11,1.442,1
11,1.447,1
11,1.453,1
11,1.458,1
11,1.463,1
11,1.475,1
11,1.481,1
11,1.486,1
11,1.492,1
11,1.497,1
11,1.509,1
11,1.514,1
11,1.52,1
11,1.525,1
11,1.531,1
11,1.541,1
11,1.547,1
11,1.553,1
11,1.559,1
11,1.564,1
11,1.575,1
11,1.58,1
11,1.586,1
11,1.591,1
11,1.598,1
11,1.608,1
11,1.614,1
11,1.619,1
11,1.625,1
11,1.63,1
11,1.642,1
11,1.647,1
11,1.653,1
11,1.658,1
11,1.664,1
11,1.675,1
11,1.681,1
11,1.686,1
11,1.692,1
11,1.697,1
11,1.703,1
12,1.202,1
12,1.207,1
12,1.218,1
12,1.225,1
12,1.23,1
12,1.236,1
12,1.241,1
12,1.246,1
12,1.252,1
12,1.263,1
12,1.269,1
12,1.275,1
12,1.28,1
12,1.285,1
12,1.291,1
12,1.296,1
12,1.308,1
12,1.313,1
12,1.319,1
12,1.324,1
12,1.33,1
12,1.335,1
12,1.346,1
12,1.352,1
12,1.358,1
12,1.363,1
12,1.369,1
12,1.38,1
12,1.385,1
12,1.39,1
12,1.397,1
12,1.402,1
12,1.413,1
12,1.419,1
12,1.424,1
12,1.429,1
12,1.436,1
12,1.447,1
12,1.452,1
12,1.458,1
12,1.463,1
12,1.468,1
12,1.474,1
12,1.48,1
12,1.491,1
12,1.497,1
12,1.502,1
12,1.507,1
12,1.513,1
12,1.518,1
12,1.525,1
12,1.535,1
12,1.541,1
12,1.546,1
12,1.552,1
12,1.557,1
12,1.564,1
12,1.569,1
12,1.574,1
12,1.585,1
12,1.591,1
12,1.596,1
12,1.602,1
12,1.608,1
13,0.539,1
13,0.544,1
13,0.551,1
13,0.556,1
13,0.562,1
13,0.573,1
13,0.578,1
13,0.583,1
13,0.589,1
13,0.595,1
13,0.601,1
13,0.606,1
13,0.612,1
13,0.617,1
13,0.628,1
13,0.633,1
13,0.64,1
13,0.645,1
13,0.651,1
13,0.656,1
13,0.661,1
13,0.667,1
13,0.672,1
13,0.684,1
13,0.689,1
13,0.694,1
13,0.7,1
13,0.706,1
13,0.711,1
13,0.717,1
13,0.723,1
13,0.729,1
13,0.739,1
13,0.745,1
13,0.75,1
13,0.756,1
13,0.761,1
13,0.773,1
13,0.778,1
13,0.784,1
13,0.789,1
13,0.795,1
13,0.8,1
13,0.806,1
13,0.817,1
13,0.823,1
13,0.828,1
13,0.834,1
13,0.839,1
13,0.844,1
13,0.856,1
13,0.862,1
13,0.867,1
13,0.873,1
13,0.878,1
13,0.883,1
13,0.889,1
13,0.895,1
13,0.906,1
13,0.912,1
13,0.917,1
13,0.922,1
13,0.928,1
13,0.934,1
14,0.227,1
14,0.232,1
14,0.237,1
14,0.244,1
14,0.255,1
14,0.26,1
14,0.266,1
14,0.271,1
14,0.276,1
14,0.283,1
14,0.288,1
14,0.294,1
14,0.299,1
14,0.31,1
14,0.315,1
14,0.321,1
14,0.327,1
14,0.333,1
14,0.338,1
14,0.344,1
14,0.354,1
14,0.36,1
14,0.365,1
14,0.372,1
14,0.377,1
14,0.383,1
14,0.388,1
14,0.399,1
14,0.404,1
14,0.411,1
14,0.416,1
14,0.422,1
14,0.427,1
14,0.438,1
14,0.443,1
14,0.449,1
14,0.455,1
14,0.46,1
14,0.466,1
14,0.471,1
14,0.482,1
14,0.488,1
14,0.493,1
14,0.499,1
14,0.505,1
14,0.51,1
14,0.516,1
14,0.527,1
14,0.532,1
14,0.537,1
14,0.544,1
14,0.549,1
14,0.555,1
14,0.56,1
14,0.566,1
14,0.571,1
14,0.576,1
14,0.588,1
14,0.594,1
14,0.599,1
14,0.605,1
14,0.61,1
14,0.615,1
14,0.621,1
15,0.433,1
15,0.438,1
15,0.443,1
15,0.449,1
15,0.454,1
15,0.466,1
15,0.472,1
15,0.477,1
15,0.482,1
15,0.488,1
15,0.493,1
15,0.499,1
15,0.51,1
15,0.516,1
15,0.521,1
15,0.527,1
15,0.532,1
15,0.538,1
15,0.543,1
15,0.549,1
15,0.56,1
15,0.566,1
15,0.571,1
15,0.577,1
15,0.582,1
15,0.587,1
15,0.599,1
15,0.605,1
15,0.61,1
15,0.616,1
15,0.621,1
15,0.626,1
15,0.638,1
15,0.644,1
15,0.649,1
15,0.655,1
15,0.66,1
15,0.671,1
15,0.677,1
15,0.683,1
15,0.688,1
15,0.694,1
15,0.699,1
15,0.71,1
15,0.715,1
15,0.722,1
15,0.727,1
15,0.733,1
15,0.738,1
15,0.749,1
15,0.754,1
15,0.761,1
15,0.766,1
15,0.772,1
15,0.782,1
15,0.788,1
15,0.793,1
15,0.799,1
15,0.805,1
15,0.81,1
15,0.821,1
15,0.827,1
15,0.832,1
15,0.838,1
16,0.257,1
16,0.262,1
16,0.268,1
16,0.273,1
16,0.279,1
16,0.29,1
16,0.296,1
16,0.301,1
16,0.307,1
16,0.312,1
16,0.318,1
16,0.323,1
16,0.328,1
16,0.335,1
16,0.34,1
16,0.346,1
16,0.357,1
16,0.362,1
16,0.367,1
16,0.373,1
16,0.379,1
16,0.385,1
16,0.39,1
16,0.396,1
16,0.401,1
16,0.412,1
16,0.418,1
16,0.424,1
16,0.429,1
16,0.435,1
16,0.44,1
16,0.445,1
16,0.456,1
16,0.463,1
16,0.468,1
16,0.474,1
16,0.479,1
16,0.49,1
16,0.495,1
16,0.501,1
16,0.507,1
16,0.513,1
16,0.518,1
16,0.529,1
16,0.534,1
16,0.54,1
16,0.546,1
16,0.552,1
16,0.562,1
16,0.568,1
16,0.573,1
16,0.579,1
16,0.584,1
16,0.596,1
16,0.601,1
16,0.607,1
16,0.612,1
16,0.618,1
16,0.628,1
16,0.635,1
16,0.64,1
16,0.646,1
16,0.651,1
16,0.657,1
17,0.296,1
17,0.301,1
17,0.307,1
17,0.313,1
17,0.319,1
17,0.329,1
17,0.335,1
17,0.34,1
17,0.346,1
17,0.352,1
17,0.358,1
17,0.363,1
17,0.369,1
17,0.374,1
17,0.379,1
17,0.385,1
17,0.39,1
17,0.402,1
17,0.407,1
17,0.413,1
17,0.418,1
17,0.424,1
17,0.429,1
17,0.435,1
17,0.446,1
17,0.452,1
17,0.457,1
17,0.463,1
17,0.468,1
17,0.474,1
17,0.48,1
17,0.491,1
17,0.496,1
17,0.502,1
17,0.507,1
17,0.513,1
17,0.518,1
17,0.524,1
17,0.535,1
17,0.541,1
17,0.546,1
17,0.552,1
17,0.557,1
17,0.562,1
17,0.569,1
17,0.574,1
17,0.58,1
17,0.59,1
17,0.596,1
17,0.601,1
17,0.608,1
17,0.613,1
17,0.619,1
17,0.624,1
17,0.63,1
17,0.635,1
17,0.64,1
17,0.652,1
17,0.658,1
17,0.663,1
17,0.668,1
17,0.674,1
17,0.679,1
17,0.685,1
18,0.201,1
18,0.206,1
18,0.211,1
18,0.218,1
18,0.223,1
18,0.229,1
18,0.239,1
18,0.245,1
18,0.25,1
18,0.256,1
18,0.262,1
18,0.268,1
18,0.273,1
18,0.278,1
18,0.284,1
18,0.289,1
18,0.295,1
18,0.307,1
18,0.312,1
18,0.317,1
18,0.323,1
18,0.328,1
18,0.334,1
18,0.339,1
18,0.346,1
18,0.356,1
18,0.362,1
18,0.367,1
18,0.373,1
18,0.378,1
18,0.384,1
18,0.395,1
18,0.401,1
18,0.406,1
18,0.412,1
18,0.417,1
18,0.423,1
18,0.428,1
18,0.434,1
18,0.44,1
18,0.451,1
18,0.456,1
18,0.462,1
18,0.467,1
18,0.473,1
18,0.479,1
18,0.484,1
18,0.49,1
18,0.495,1
18,0.5,1
18,0.506,1
18,0.518,1
18,0.523,1
18,0.529,1
18,0.534,1
18,0.539,1
18,0.545,1
18,0.55,1
18,0.556,1
18,0.568,1
18,0.573,1
18,0.578,1
18,0.584,1
18,0.589,1
19,0.444,1
19,0.45,1
19,0.455,1
19,0.466,1
19,0.472,1
19,0.477,1
19,0.483,1
19,0.488,1
19,0.494,1
19,0.5,1
19,0.511,1
19,0.516,1
19,0.521,1
19,0.527,1
19,0.533,1
19,0.539,1
19,0.544,1
19,0.55,1
19,0.56,1
19,0.566,1
19,0.571,1
19,0.578,1
19,0.583,1
19,0.589,1
19,0.594,1
19,0.599,1
19,0.61,1
19,0.616,1
19,0.622,1
19,0.628,1
19,0.633,1
19,0.638,1
19,0.644,1
19,0.649,1
19,0.661,1
19,0.667,1
19,0.672,1
19,0.677,1
19,0.683,1
19,0.688,1
19,0.694,1
19,0.699,1
19,0.706,1
19,0.716,1
19,0.722,1
19,0.727,1
19,0.733,1
19,0.738,1
19,0.744,1
19,0.75,1
19,0.755,1
19,0.766,1
19,0.772,1
19,0.777,1
19,0.783,1
19,0.789,1
19,0.794,1
19,0.8,1
19,0.805,1
19,0.811,1
19,0.816,1
19,0.821,1
19,0.827,1
19,0.839,1
20,1.209,1
20,1.22,1
20,1.231,1
20,1.248,1
20,1.259,1
20,1.27,1
20,1.281,1
20,1.298,1
20,1.309,1
20,1.32,1
20,1.332,1
20,1.348,1
20,1.359,1
20,1.376,1
20,1.387,1
20,1.403,1
20,1.415,1
20,1.431,1
20,1.442,1
20,1.46,1
20,1.47,1
20,1.487,1
20,1.499,1
20,1.515,1
20,1.526,1
20,1.537,1
20,1.554,1
20,1.565,1
20,1.581,1
20,1.593,1
20,1.604,1
20,1.615,1
20,1.632,1
20,1.643,1
20,1.654,1
20,1.671,1
20,1.682,1
20,1.692,1
20,1.709,1
20,1.721,1
20,1.731,1
20,1.742,1
20,1.76,1
20,1.77,1
20,1.781,1
20,1.799,1
20,1.809,1
20,1.82,1
20,1.831,1
20,1.848,1
20,1.859,1
20,1.876,1
20,1.887,1
20,1.898,1
20,1.915,1
20,1.926,1
20,1.937,1
20,1.953,1
20,1.964,1
20,1.976,1
20,1.992,1
20,2.003,1
20,2.015,1
20,2.026,1
21,0.449,1
21,0.455,1
21,0.46,1
21,0.471,1
21,0.477,1
21,0.483,1
21,0.488,1
21,0.494,1
21,0.499,1
21,0.505,1
21,0.51,1
21,0.516,1
21,0.527,1
21,0.533,1
21,0.538,1
21,0.544,1
21,0.549,1
21,0.555,1
21,0.56,1
21,0.565,1
21,0.577,1
21,0.583,1
21,0.588,1
21,0.594,1
21,0.599,1
21,0.611,1
21,0.616,1
21,0.622,1
21,0.627,1
21,0.633,1
21,0.643,1
21,0.649,1
21,0.655,1
21,0.661,1
21,0.666,1
21,0.671,1
21,0.682,1
21,0.688,1
21,0.693,1
21,0.7,1
21,0.705,1
21,0.71,1
21,0.721,1
21,0.727,1
21,0.732,1
21,0.739,1
21,0.744,1
21,0.749,1
21,0.755,1
21,0.766,1
21,0.771,1
21,0.777,1
21,0.783,1
21,0.788,1
21,0.794,1
21,0.799,1
21,0.81,1
21,0.816,1
21,0.821,1
21,0.827,1
21,0.833,1
21,0.838,1
21,0.844,1
21,0.849,1
22,0.342,1
22,0.347,1
22,0.353,1
22,0.358,1
22,0.364,1
22,0.374,1
22,0.381,1
22,0.386,1
22,0.392,1
22,0.397,1
22,0.403,1
22,0.408,1
22,0.42,1
22,0.425,1
22,0.431,1
22,0.436,1
22,0.442,1
22,0.447,1
22,0.452,1
22,0.464,1
22,0.47,1
22,0.475,1
22,0.481,1
22,0.486,1
22,0.497,1
22,0.502,1
22,0.509,1
22,0.514,1
22,0.52,1
22,0.53,1
22,0.536,1
22,0.541,1
22,0.548,1
22,0.553,1
22,0.564,1
22,0.569,1
22,0.575,1
22,0.58,1
22,0.586,1
22,0.597,1
22,0.603,1
22,0.608,1
22,0.614,1
22,0.619,1
22,0.63,1
22,0.637,1
22,0.642,1
22,0.647,1
22,0.653,1
22,0.664,1
22,0.669,1
22,0.674,1
22,0.681,1
22,0.686,1
22,0.697,1
22,0.703,1
22,0.708,1
22,0.713,1
22,0.72,1
22,0.731,1
22,0.736,1
22,0.742,1
22,0.747,1
22,0.752,1
23,0.963,1
23,0.969,1
23,0.981,1
23,0.986,1
23,0.991,1
23,0.997,1
23,1.008,1
23,1.013,1
23,1.019,1
23,1.025,1
23,1.036,1
23,1.041,1
23,1.047,1
23,1.052,1
23,1.058,1
23,1.069,1
23,1.075,1
23,1.08,1
23,1.086,1
23,1.097,1
23,1.102,1
23,1.108,1
23,1.114,1
23,1.125,1
23,1.13,1
23,1.136,1
23,1.141,1
23,1.153,1
23,1.158,1
23,1.164,1
23,1.169,1
23,1.174,1
23,1.185,1
23,1.191,1
23,1.197,1
23,1.203,1
23,1.208,1
23,1.219,1
23,1.224,1
23,1.23,1
23,1.236,1
23,1.242,1
23,1.252,1
23,1.258,1
23,1.263,1
23,1.269,1
23,1.281,1
23,1.286,1
23,1.291,1
23,1.297,1
23,1.308,1
23,1.313,1
23,1.319,1
23,1.325,1
23,1.336,1
23,1.341,1
23,1.347,1
23,1.352,1
23,1.364,1
23,1.369,1
23,1.375,1
23,1.38,1
23,1.391,1
23,1.397,1
24,0.455,1
24,0.46,1
24,0.471,1
24,0.477,1
24,0.482,1
24,0.487,1
24,0.493,1
24,0.499,1
24,0.505,1
24,0.515,1
24,0.521,1
24,0.526,1
24,0.532,1
24,0.537,1
24,0.544,1
24,0.554,1
24,0.56,1
24,0.565,1
24,0.571,1
24,0.576,1
24,0.588,1
24,0.593,1
24,0.599,1
24,0.604,1
24,0.61,1
24,0.615,1
24,0.627,1
24,0.632,1
24,0.638,1
24,0.643,1
24,0.649,1
24,0.654,1
24,0.665,1
24,0.671,1
24,0.677,1
24,0.682,1
24,0.688,1
24,0.693,1
24,0.704,1
24,0.71,1
24,0.716,1
24,0.721,1
24,0.727,1
24,0.732,1
24,0.743,1
24,0.748,1
24,0.755,1
24,0.76,1
24,0.766,1
24,0.771,1
24,0.777,1
24,0.787,1
24,0.793,1
24,0.799,1
24,0.805,1
24,0.81,1
24,0.815,1
24,0.826,1
24,0.832,1
24,0.838,1
24,0.844,1
24,0.849,1
24,0.854,1
24,0.86,1
25,0.07,1
25,0.075,1
25,0.08,1
25,0.086,1
25,0.091,1
25,0.097,1
25,0.102,1
25,0.108,1
25,0.114,1
25,0.125,1
25,0.13,1
25,0.136,1
25,0.141,1
25,0.147,1
25,0.153,1
25,0.164,1
25,0.169,1
25,0.175,1
25,0.18,1
25,0.191,1
25,0.197,1
25,0.203,1
25,0.208,1
25,0.214,1
25,0.224,1
25,0.23,1
25,0.235,1
25,0.242,1
25,0.247,1
25,0.253,1
25,0.258,1
25,0.269,1
25,0.274,1
25,0.281,1
25,0.286,1
25,0.292,1
25,0.297,1
25,0.308,1
25,0.313,1
25,0.319,1
25,0.325,1
25,0.331,1
25,0.336,1
25,0.347,1
25,0.352,1
25,0.358,1
25,0.363,1
25,0.37,1
25,0.38,1
25,0.386,1
25,0.391,1
25,0.397,1
25,0.402,1
25,0.414,1
25,0.419,1
25,0.425,1
25,0.43,1
25,0.436,1
25,0.441,1
25,0.446,1
25,0.458,1
25,0.464,1
25,0.469,1
25,0.475,1
26,1.051,1
26,1.057,1
26,1.062,1
26,1.067,1
26,1.079,1
26,1.085,1
26,1.09,1
26,1.096,1
26,1.101,1
26,1.112,1
26,1.118,1
26,1.124,1
26,1.129,1
26,1.135,1
26,1.14,1
26,1.151,1
26,1.156,1
26,1.163,1
26,1.168,1
26,1.174,1
26,1.179,1
26,1.19,1
26,1.195,1
26,1.201,1
26,1.207,1
26,1.213,1
26,1.218,1
26,1.229,1
26,1.234,1
26,1.24,1
26,1.246,1
26,1.251,1
26,1.257,1
26,1.268,1
26,1.273,1
26,1.279,1
26,1.284,1
26,1.29,1
26,1.301,1
26,1.307,1
26,1.312,1
26,1.318,1
26,1.323,1
26,1.328,1
26,1.34,1
26,1.346,1
26,1.351,1
26,1.357,1
26,1.362,1
26,1.367,1
26,1.374,1
26,1.385,1
26,1.39,1
26,1.396,1
26,1.401,1
26,1.406,1
26,1.412,1
26,1.418,1
26,1.424,1
26,1.429,1
26,1.435,1
26,1.44,1
26,1.445,1
26,1.451,1
27,0.001,1
27,0.014,1
27,0.025,1
27,0.036,1
27,0.047,1
27,0.064,1
27,0.075,1
27,0.086,1
27,0.097,1
27,0.108,1
27,0.125,1
27,0.136,1
27,0.147,1
27,0.163,1
27,0.175,1
27,0.186,1
27,0.202,1
27,0.214,1
27,0.225,1
27,0.241,1
